ticker,expense,segment,issuer,name,aum,return_ytd,return_1m,return_3m,return_1y,return_3y,return_5y,return_10y,flow_ytd,flow_1m,flow_3m,flow_1y,flow_3y
BSCQ,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco BulletShares 2026 Corporate Bond ETF,716,-1.98%,-1.88%,-2.10%,-3.27%,5.76%,4.46%,--,$22.04M,$31.55M,$129.81M,$368.65M,$641.99M
IBDS,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Blackrock,iShares iBonds Dec 2027 Term Corporate ETF,549,-2.22%,-2.18%,-2.30%,-3.68%,6.01%,--,--,$22.29M,$28.92M,$44.89M,$154.92M,$403.53M
BSCR,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco BulletShares 2027 Corporate Bond ETF,388,-2.20%,-2.06%,-2.21%,-3.80%,6.02%,--,--,$0.00M,$16.12M,$38.74M,$117.79M,$344.50M
SCHI,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Charles Schwab,Schwab 5-10 Year Corporate Bond ETF,372,-2.77%,-2.81%,-2.62%,-3.99%,--,--,--,$2.47M,$5.05M,$46.28M,$55.98M,$382.20M
SKOR,0.22%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Northern Trust,FlexShares Credit-Scored US Corporate Bond Index Fund,314,-1.93%,-1.92%,-2.09%,-2.97%,4.78%,3.67%,--,-$2.68M,-$2.68M,$10.72M,$56.49M,$222.41M
IBDT,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Blackrock,iShares iBonds Dec 2028 Term Corporate ETF,311,-2.53%,-2.61%,-2.55%,-3.86%,6.10%,--,--,$5.59M,$8.43M,$14.11M,$100.38M,$274.74M
BSCS,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco BulletShares 2028 Corporate Bond ETF,251,-2.52%,-2.56%,-2.60%,-3.69%,6.05%,--,--,$16.74M,$20.14M,$26.98M,$87.85M,$234.88M
IBD,0.49%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Inspire,Inspire Corporate Bond Impact ETF,231,-1.85%,-1.88%,-2.44%,-3.76%,2.83%,--,--,$5.11M,$7.68M,$2.60M,$83.72M,$165.50M
IBDU,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Blackrock,iShares iBonds Dec 2029 Term Corporate ETF,158,-2.77%,-2.79%,-2.60%,-3.98%,--,--,--,$13.02M,$13.02M,$20.94M,$72.65M,$151.04M
IBDV,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Blackrock,iShares iBonds Dec 2030 Term Corporate ETF,146,-3.07%,-3.15%,-2.65%,-4.60%,--,--,--,$7.40M,$7.40M,$27.48M,$86.63M,$141.07M
BSCT,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco BulletShares 2029 Corporate Bond ETF,138,-2.63%,-2.65%,-2.50%,-3.93%,--,--,--,$12.45M,$15.59M,$21.87M,$59.81M,$136.58M
IIGD,0.13%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco Investment Grade Defensive ETF,106,-1.57%,-1.56%,-1.82%,-2.75%,3.23%,--,--,$0.00M,-$2.62M,$2.64M,$18.66M,$101.15M
BSCU,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco BulletShares 2030 Corporate Bond ETF,82,-3.33%,-3.41%,-3.33%,-6.80%,--,--,--,$39.76M,$51.37M,$54.27M,$68.93M,$84.04M
IIGV,0.13%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco Investment Grade Value ETF,49,-2.74%,-2.83%,-2.66%,-4.08%,5.17%,--,--,-$2.67M,-$2.67M,-$6.76M,$12.81M,$43.27M
IBDW,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Blackrock,iShares iBonds Dec 2031 Term Corporate ETF,28,-3.61%,-3.72%,-3.50%,--,--,--,--,$0.00M,$9.93M,$14.91M,$18.70M,$18.70M
BSCV,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco,Invesco BulletShares 2031 Corporate Bond ETF,17,-3.73%,-3.83%,-3.13%,--,--,--,--,$2.90M,$2.90M,$11.74M,$11.74M,$11.74M
VCLT,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Vanguard,Vanguard Long-Term Corporate Bond ETF,5010,-5.57%,-5.95%,-5.23%,-5.37%,8.46%,6.22%,5.69%,-$110.03M,-$56.87M,-$88.97M,-$431.79M,"$2,125.50M"
IGLB,0.06%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Blackrock,iShares 1-3 Year Treasury Bond ETF,2330,-5.43%,-5.79%,-5.01%,-5.24%,8.38%,6.26%,5.61%,-$60.43M,-$19.01M,-$157.07M,$20.40M,"$1,684.71M"
SPLB,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",State Street Global Advisors,SPDR Portfolio Long Term Corporate Bond ETF,1000,-5.56%,-5.89%,-5.21%,-5.56%,8.45%,6.28%,5.67%,$5.25M,-$13.75M,$165.36M,$107.50M,$503.97M
IGBH,0.16%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Blackrock,iShares Interest Rate Hedged Long-Term Corporate Bond ETF,834,-1.21%,-1.64%,-2.72%,0.78%,2.92%,3.12%,--,$28.57M,$28.57M,$35.19M,$223.85M,$783.88M
LKOR,0.22%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Long-Term",Northern Trust,FlexShares Credit-Scored US Long Corporate Bond Index Fund,56,-5.69%,-5.96%,-5.36%,-5.38%,9.57%,6.83%,--,$0.00M,$0.00M,$3.04M,$12.00M,$28.63M
VCSH,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Vanguard,Vanguard Short-Term Corporate Bond ETF,41290,-1.17%,-1.14%,-1.40%,-1.66%,3.11%,2.61%,2.46%,-$8.94M,$39.86M,-$393.68M,"$5,549.93M","$17,832.85M"
IGSB,0.06%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Blackrock,iShares 1-5 Year Investment Grade Corporate Bond ETF,23110,-1.13%,-1.13%,-1.36%,-1.60%,3.28%,2.59%,1.98%,$296.93M,$385.73M,-$291.55M,"$1,473.13M","$12,657.12M"
SPSB,0.07%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",State Street Global Advisors,SPDR Portfolio Short Term Corporate Bond ETF,7790,-0.77%,-0.68%,-0.89%,-0.94%,2.50%,2.17%,1.89%,-$107.75M,-$110.84M,$44.70M,$661.42M,"$3,161.89M"
SLQD,0.06%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Blackrock,iShares 0-5 Year Investment Grade Corporate Bond ETF,2510,-0.96%,-0.96%,-1.14%,-1.43%,2.82%,2.41%,--,$40.96M,$48.61M,-$41.16M,$396.64M,"$1,022.94M"
BSCM,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Invesco,Invesco BulletShares 2022 Corporate Bond ETF,2390,-0.16%,-0.16%,-0.17%,0.05%,3.33%,2.87%,--,-$25.65M,$0.01M,$12.90M,$178.50M,"$1,354.66M"
BSCN,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Invesco,Invesco BulletShares 2023 Corporate Bond ETF,2310,-0.45%,-0.45%,-0.60%,-0.51%,3.98%,3.41%,--,$28.92M,$54.64M,$154.91M,$745.37M,"$1,734.18M"
IBDN,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Blackrock,iShares iBonds Dec 2022 Term Corporate ETF,1580,-0.08%,-0.08%,-0.05%,0.07%,3.25%,2.86%,--,$2.51M,$12.56M,$5.01M,$142.51M,$918.30M
SUSB,0.12%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Blackrock,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,1070,-1.05%,-1.01%,-1.32%,-1.74%,3.10%,--,--,$19.09M,$24.21M,$31.99M,$516.08M,"$1,029.85M"
SCHJ,0.04%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Charles Schwab,Schwab 1-5 Year Corporate Bond ETF,604,-1.18%,-1.13%,-1.37%,-1.82%,--,--,--,-$7.59M,-$0.01M,-$35.57M,$406.18M,$613.20M
IBDD,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Blackrock,iShares iBonds Mar 2023 Term Corporate ETF,67,-0.04%,-0.02%,-0.07%,0.21%,3.70%,3.07%,--,$0.00M,$0.00M,-$1.34M,-$5.39M,$3.13M
BKSB,0.06%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",BNY Mellon,BNY Mellon Short Duration Corporate Bond ETF,58,-1.26%,-1.65%,-2.07%,-3.44%,--,--,--,$5.02M,$10.07M,$15.14M,$27.97M,$33.06M
SFIG,0.18%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",WisdomTree,WisdomTree U.S. Short Term Corporate Bond Fund,40,-1.17%,-1.08%,-1.37%,-1.80%,2.57%,2.05%,--,$0.00M,$0.00M,$0.00M,$10.29M,$35.60M
IBCE,0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Blackrock,iShares iBonds Mar 2023 Term Corporate ex-Financials ETF,31,-0.02%,-0.04%,-0.07%,0.05%,3.49%,2.83%,--,$0.00M,$0.00M,$0.00M,$3.73M,-$15.37M
FCSH,0.30%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term","Federated Hermes, Inc.",Federated Hermes Short Duration Corporate ETF,25,-1.10%,-1.00%,--,--,--,--,--,$0.00M,$0.00M,$25.00M,$25.00M,$25.00M
GSIG,0.14%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Goldman Sachs,Goldman Sachs Access Investment Grade Corporate 1-5 Year Bond ETF,20,-1.21%,-1.17%,-1.44%,-1.90%,--,--,--,-$2.47M,-$2.47M,-$4.92M,-$7.43M,$0.10M
FSIG,0.45%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",First Trust,First Trust Limited Duration Investment Grade Corporate ETF,10,-1.03%,-1.03%,--,--,--,--,--,$0.00M,$0.00M,$10.00M,$10.00M,$10.00M
IBHC,0.35%,"Fixed Income: U.S. - Corporate, Broad-based Short-Term",Blackrock,iShares iBonds 2023 Term High Yield and Income ETF,95,-0.74%,-0.94%,-0.67%,3.31%,--,--,--,$7.30M,$14.61M,$12.20M,$66.23M,$85.62M
IBHB,0.35%,"Fixed Income: U.S. - Corporate, Broad-based Short-Term",Blackrock,iShares iBonds 2022 Term High Yield and Income ETF,75,-0.17%,-0.30%,-0.21%,1.76%,--,--,--,$0.00M,$0.00M,$4.82M,$38.69M,$64.93M
CWB,0.40%,"Fixed Income: U.S. - Corporate, Convertible",State Street Global Advisors,SPDR Bloomberg Convertible Securities ETF,5500,-10.05%,-10.39%,-14.09%,-12.27%,17.55%,13.67%,11.76%,-$345.39M,-$312.24M,-$773.86M,-$617.73M,-$262.74M
ICVT,0.20%,"Fixed Income: U.S. - Corporate, Convertible",Blackrock,iShares Convertible Bond ETF,1290,-9.25%,-9.73%,-15.16%,-14.86%,18.80%,14.66%,--,-$206.38M,-$206.38M,-$235.73M,$248.42M,$897.73M
QCON,0.32%,"Fixed Income: U.S. - Corporate, Convertible",American Century Investments,American Century Quality Convertible Securities ETF,21,-8.62%,-8.32%,-8.46%,--,--,--,--,$0.00M,$0.00M,$4.94M,$22.74M,$22.74M
PFF,0.46%,"Fixed Income: U.S. - Corporate, Preferred",Blackrock,iShares Preferred and Income Securities ETF,19560,-5.17%,-4.13%,-3.74%,2.47%,6.71%,5.11%,5.70%,-$192.17M,-$215.60M,-$23.49M,$524.23M,"$5,164.58M"
PGX,0.52%,"Fixed Income: U.S. - Corporate, Preferred",Invesco,Invesco Preferred ETF,7350,-3.49%,-2.52%,-3.14%,1.06%,6.19%,5.36%,6.08%,-$54.58M,-$61.26M,$107.78M,$587.24M,"$2,859.41M"
PFFD,0.23%,"Fixed Income: U.S. - Corporate, Preferred","Mirae Asset Global Investments Co., Ltd.",Global X U.S. Preferred ETF,2530,-4.43%,-3.50%,-3.72%,1.09%,6.95%,--,--,$49.85M,$67.16M,$173.17M,"$1,473.98M","$2,381.73M"
PGF,0.55%,"Fixed Income: U.S. - Corporate, Preferred",Invesco,Invesco Financial Preferred ETF,1720,-3.82%,-3.10%,-3.49%,0.00%,5.26%,5.02%,6.21%,-$16.67M,-$26.03M,-$23.21M,$2.63M,$319.46M
PSK,0.45%,"Fixed Income: U.S. - Corporate, Preferred",State Street Global Advisors,SPDR ICE Preferred Securities ETF,1330,-3.38%,-2.52%,-3.14%,-0.14%,5.41%,4.72%,5.24%,-$46.64M,-$48.77M,-$112.27M,$53.55M,$764.26M
PFXF,0.40%,"Fixed Income: U.S. - Corporate, Preferred",VanEck,VanEck Preferred Securities ex Financials ETF,1070,-6.54%,-5.55%,-4.15%,4.50%,8.63%,6.52%,--,$29.07M,$36.70M,$52.93M,$242.96M,$506.72M
PFFR,0.45%,"Fixed Income: U.S. - Corporate, Preferred",Virtus Investment Partners,InfraCap REIT Preferred ETF,85,-2.76%,-1.75%,-4.16%,1.51%,4.54%,--,--,$1.19M,$1.19M,$1.27M,$25.61M,$65.14M
JHPI,0.54%,"Fixed Income: U.S. - Corporate, Preferred",John Hancock,John Hancock Preferred Income ETF,16,-1.99%,-1.40%,--,--,--,--,--,$0.63M,$0.63M,$15.63M,$15.63M,$15.63M
VRP,0.50%,"Fixed Income: U.S. - Corporate, Preferred Floating Rate",Invesco,Invesco Variable Rate Preferred ETF,2060,-1.27%,-0.65%,-1.34%,2.59%,7.07%,5.34%,--,$12.87M,$12.87M,$126.89M,$559.28M,$496.82M
PFFV,0.25%,"Fixed Income: U.S. - Corporate, Preferred Floating Rate","Mirae Asset Global Investments Co., Ltd.",Global X Variable Rate Preferred ETF,98,-2.49%,-2.10%,-2.23%,4.14%,--,--,--,$1.14M,$2.23M,$17.12M,$95.83M,$99.71M
EPRF,0.47%,"Fixed Income: U.S. - Corporate, Preferred Investment Grade",Innovator,Innovator S&P Investment Grade Preferred ETF,211,0.84%,-0.49%,-0.94%,-1.10%,5.56%,4.80%,--,-$2.37M,-$2.37M,-$9.56M,$44.89M,$202.13M
PFLD,0.45%,"Fixed Income: U.S. - Corporate, Preferred Short Term",Advisors Asset Management,AAM Low Duration Preferred and Income Securities ETF,140,-1.70%,-1.13%,-1.44%,2.82%,--,--,--,$13.04M,$18.03M,$51.20M,$132.54M,$141.79M
AGZ,0.20%,"Fixed Income: U.S. - Government, Agency Investment Grade",Blackrock,iShares Agency Bond ETF,731,-1.09%,-1.13%,-1.23%,-2.16%,3.00%,2.47%,1.82%,-$17.46M,-$17.46M,-$29.19M,-$17.55M,$216.19M
RISR,1.01%,"Fixed Income: U.S. - Government, Broad-based Investment Grade",Toroso Investments,FolioBeyond Rising Rates ETF,11,14.30%,14.35%,13.54%,--,--,--,--,$7.42M,$7.42M,$9.31M,$10.56M,$10.56M
FTSD,0.25%,"Fixed Income: U.S. - Government, Broad-based Investment Grade Short-Term",Franklin Templeton,Franklin Liberty Short Duration U.S. Government ETF,386,-0.51%,-0.50%,-0.83%,-1.49%,1.45%,1.26%,--,-$11.70M,-$21.10M,-$63.43M,-$156.27M,$202.77M
LGOV,0.70%,"Fixed Income: U.S. - Government, Broad-based Long-Term",First Trust,First Trust Long Duration Opportunities ETF,33,-2.61%,-2.76%,-1.26%,-3.39%,3.38%,--,--,$0.00M,$0.00M,-$1.37M,-$2.76M,$23.32M
TIP,0.19%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",Blackrock,iShares TIPS Bond ETF,37000,-3.06%,-2.32%,-2.47%,2.23%,7.08%,4.42%,2.49%,-$811.84M,-$208.08M,"$2,225.15M","$10,288.03M","$12,920.80M"
SCHP,0.05%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",Charles Schwab,Schwab U.S. TIPS ETF,20890,-2.94%,-2.20%,-2.38%,2.49%,7.24%,4.52%,2.56%,$161.25M,$217.25M,$231.89M,"$6,666.96M","$14,011.96M"
SPIP,0.12%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",State Street Global Advisors,SPDR Portfolio TIPS ETF,3720,-3.30%,-2.40%,-2.65%,2.23%,7.36%,4.58%,2.56%,$92.42M,$133.12M,$605.79M,"$1,405.31M","$1,975.83M"
IVOL,1.05%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",CICC,Quadratic Interest Rate Volatility and Inflation Hedge ETF,2250,-2.61%,-2.29%,-4.82%,-4.49%,--,--,--,-$156.55M,-$267.58M,"-$1,258.19M","$1,270.27M","$2,437.04M"
TIPZ,0.20%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",PIMCO,PIMCO Broad US TIPS Index ETF,243,-3.36%,-2.41%,-2.73%,2.06%,7.24%,4.49%,2.53%,$3.22M,$6.52M,$39.68M,$108.30M,$183.35M
GTIP,0.12%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",Goldman Sachs,Goldman Sachs Access Inflation Protected USD Bond ETF,208,-2.95%,-2.80%,-2.97%,0.15%,6.16%,--,--,$4.31M,$4.31M,$55.51M,$167.89M,$203.46M
FLTN,0.92%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",Neil Azous Revocable Trust,Rareview Inflation/Deflation ETF,4,--,--,--,--,--,--,--,$3.75M,$3.75M,$3.75M,$3.75M,$3.75M
TDTT,0.18%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Intermediate",Northern Trust,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund,1510,-1.06%,-0.57%,-0.93%,3.69%,5.58%,3.41%,1.78%,$15.68M,$24.87M,$94.75M,$171.57M,-$35.07M
TIPX,0.15%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Intermediate",State Street Global Advisors,SPDR Bloomberg Barclays 1-10 Year TIPS ETF,1330,-1.85%,-1.24%,-1.65%,2.93%,6.12%,3.94%,--,$179.36M,$202.51M,$353.05M,$728.32M,$998.31M
TDTF,0.18%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Intermediate",Northern Trust,FlexShares iBoxx 5-Year Target Duration TIPS Index Fund,763,-2.32%,-1.55%,-2.02%,2.50%,6.97%,4.28%,2.37%,$4.16M,$13.93M,$69.88M,$182.16M,-$11.83M
LTPZ,0.20%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Long-Term",PIMCO,PIMCO 15+ Year US TIPS Index ETF,934,-8.34%,-7.23%,-6.56%,-0.79%,13.00%,7.63%,4.46%,$13.36M,$31.52M,$103.39M,$97.00M,$681.97M
DFIP,0.19%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Long-Term",Dimensional Fund Advisors LP,Dimensional Inflation-Protected Securities ETF,98,-3.30%,-2.48%,--,--,--,--,--,$25.36M,$35.22M,$75.86M,$75.86M,$75.86M
VTIP,0.05%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",Vanguard,Vanguard Short-Term Inflation-Protected Securities ETF,19880,-0.89%,-0.47%,-0.57%,3.88%,4.68%,3.06%,--,$260.96M,$710.84M,"$2,403.22M","$9,494.85M","$13,915.59M"
STIP,0.03%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",Blackrock,iShares 0-5 Year TIPS Bond ETF,9290,-0.97%,-0.69%,-0.58%,4.06%,4.80%,3.13%,1.66%,$384.39M,$479.29M,"$2,118.05M","$5,960.23M","$6,766.41M"
STPZ,0.20%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",PIMCO,PIMCO 1-5 Year US TIPS Index ETF,1430,-1.18%,-0.57%,-0.86%,3.71%,4.78%,2.98%,1.55%,$96.18M,$96.18M,$256.10M,$745.03M,$595.23M
PBTP,0.07%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade Short-Term",Invesco,Invesco PureBeta 0-5 Yr U.S. TIPS ETF,59,-0.90%,-0.51%,-0.63%,3.91%,4.62%,--,--,-$2.37M,$2.65M,$11.20M,$45.20M,$56.23M
HYD,0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal High Yield",VanEck,VanEck High Yield Muni ETF,3530,-2.58%,-2.54%,-0.84%,-0.40%,3.45%,4.27%,4.47%,-$129.64M,-$107.79M,$54.04M,$358.99M,"$1,303.84M"
HYMB,0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal High Yield",State Street Global Advisors,SPDR Nuveen Bloomberg High Yield Municipal Bond ETF,1950,-2.50%,-2.20%,-0.61%,1.06%,5.59%,4.67%,5.13%,$83.93M,$83.93M,$167.64M,$521.89M,"$1,225.90M"
HYMU,0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal High Yield",Blackrock,BlackRock High Yield Muni Income Bond ETF,25,-2.69%,-2.63%,-2.48%,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
SHYD,0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal High Yield Intermediate",VanEck,VanEck Short High Yield Muni ETF,456,-2.62%,-2.79%,-1.27%,-0.50%,3.29%,3.58%,--,$19.97M,$24.98M,$37.51M,$215.09M,$289.63M
FLMI,0.30%,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",Franklin Templeton,Franklin Liberty Federal Intermediate Tax-Free Bond Opportunities ETF,73,-2.18%,-2.27%,-0.66%,0.75%,4.66%,--,--,$4.00M,$8.02M,$16.04M,$37.44M,$64.36M
MBND,0.40%,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",State Street Global Advisors,SPDR Nuveen Municipal Bond ETF,38,-2.51%,-2.51%,-1.57%,--,--,--,--,$0.00M,$0.00M,-$5.99M,$8.91M,$8.91M
INMU,0.30%,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",Blackrock,BlackRock Intermediate Muni Income Bond ETF,25,-1.51%,-1.60%,-1.35%,--,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
MUB,0.07%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Blackrock,iShares National Muni Bond ETF,24750,-2.05%,-2.18%,-1.03%,-1.34%,3.67%,3.32%,2.57%,-$21.52M,$106.24M,"$1,392.60M","$4,417.06M","$12,857.16M"
VTEB,0.06%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Vanguard,Vanguard Tax-Exempt Bond ETF,14540,-2.13%,-2.24%,-1.02%,-1.34%,3.75%,3.44%,--,-$180.52M,-$95.35M,$611.42M,"$3,879.64M","$10,321.20M"
PZA,0.28%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Invesco,Invesco National AMT-Free Municipal Bond ETF,2550,-2.44%,-2.22%,-0.56%,-0.66%,4.61%,3.99%,3.92%,$15.91M,$19.97M,$79.33M,$349.66M,$954.90M
FMB,0.50%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",First Trust,First Trust Managed Municipal ETF,2510,-2.11%,-2.07%,-0.82%,-0.34%,4.12%,4.13%,--,$56.53M,$67.92M,$158.81M,$649.70M,"$1,923.21M"
BAB,0.28%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Invesco,Invesco Taxable Municipal Bond ETF,2320,-3.13%,-3.07%,-2.39%,-2.77%,5.90%,5.56%,5.28%,-$95.35M,-$95.35M,$53.51M,$69.87M,"$1,383.78M"
MMIN,0.31%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",New York Life,IQ MacKay Municipal Insured ETF,482,-2.18%,-2.43%,-0.95%,-1.30%,4.58%,--,--,-$16.40M,-$16.40M,$8.41M,$139.77M,$457.15M
FMHI,0.55%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",First Trust,First Trust Municipal High Income ETF,393,-2.12%,-2.03%,-0.15%,3.77%,6.30%,--,--,$16.75M,$22.36M,$67.12M,$253.51M,$353.65M
HMOP,0.29%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",The Hartford,Hartford Municipal Opportunities ETF,247,-1.96%,-1.97%,-0.94%,-0.81%,3.31%,--,--,$18.67M,$18.67M,$33.30M,$110.81M,$138.52M
XMPT,2.32%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",VanEck,VanEck CEF Muni Income ETF,203,-8.30%,-7.92%,-4.81%,-1.62%,6.79%,5.14%,4.79%,-$2.42M,$0.52M,$16.77M,$54.24M,$74.60M
MUST,0.23%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade","Columbia Management Investment Advisers, LLC",Columbia Multi-Sector Municipal Income ETF,194,-2.69%,-2.73%,-1.59%,-1.15%,4.53%,--,--,$11.11M,$26.83M,$55.98M,$127.94M,$177.61M
MINO,0.39%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",PIMCO,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,41,-2.31%,-2.26%,-0.59%,--,--,--,--,$0.00M,$0.00M,$0.00M,-$0.50M,-$0.50M
AVMU,0.15%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",American Century Investments,Avantis Core Municipal Fixed Income ETF,27,-2.04%,-2.14%,-1.08%,-1.87%,--,--,--,$0.00M,$0.00M,$0.00M,$5.00M,$27.51M
RTAI,1.91%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Neil Azous Revocable Trust,Rareview Tax Advantaged Income ETF,24,-6.66%,-8.10%,-5.84%,0.16%,--,--,--,$0.68M,$0.68M,$6.28M,$20.24M,$15.87M
MCEF,2.65%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",First Trust,First Trust Municipal CEF Income Opportunity ETF,22,-7.26%,-6.71%,-4.04%,-1.05%,6.11%,4.39%,--,$4.08M,$4.08M,$3.05M,$14.61M,$14.61M
SMI,0.24%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",VanEck,VanEck HIP Sustainable Muni ETF,15,-1.86%,-1.87%,-0.76%,--,--,--,--,$0.00M,$0.00M,$2.50M,$15.00M,$15.00M
OVM,0.84%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Liquid Strategies,Overlay Shares Municipal Bond ETF,13,-3.90%,-4.07%,-2.62%,-0.92%,--,--,--,$0.00M,$0.00M,$1.96M,-$18.70M,$13.06M
MAAX,0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",VanEck,VanEck Muni Allocation ETF,4,-3.25%,-3.25%,-1.73%,-2.05%,--,--,--,$0.00M,$0.00M,$0.00M,-$0.75M,$2.12M
PVI,0.25%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Floating Rate",Invesco,Invesco VRDO Tax-Free ETF,48,0.09%,0.09%,0.07%,-0.07%,0.43%,0.59%,0.31%,$0.00M,-$2.49M,-$2.49M,$1.25M,-$13.71M
ITM,0.24%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",VanEck,VanEck Intermediate Muni ETF,1890,-2.77%,-2.86%,-1.58%,-2.76%,3.42%,3.48%,2.96%,-$12.69M,-$12.69M,-$12.78M,$181.47M,$78.06M
