,expense,segment,aum,name_x,ticker,issuer,return_5y,return_10y,return_3y,return_1m,name_y,return_1y,return_3m,return_ytd,name,flow_1y,flow_3m,flow_ytd,flow_1m,flow_3y
1428,0.79%,Equity: U.S. - Large Cap,$7.68M,Innovator U.S. Equity Accelerated ETF - April,XDAP,Innovator,--,--,--,-3.32%,Innovator U.S. Equity Accelerated ETF - April,--,-1.76%,-3.73%,Innovator U.S. Equity Accelerated ETF - April,$7.13M,$0.00M,$0.00M,$0.00M,$7.13M
1429,0.79%,Equity: U.S. - Large Cap,$7.66M,TrueShares Structured Outcome ETF - October,OCTZ,TrueMark Investments,--,--,--,-5.89%,TrueShares Structured Outcome ETF - October,10.42%,-3.44%,-6.50%,TrueShares Structured Outcome ETF - October,$3.21M,$1.60M,$0.00M,$0.00M,$3.21M
1430,0.79%,Equity: U.S. - Large Cap,$7.66M,Innovator U.S. Equity Accelerated Plus ETF - April,XTAP,Innovator,--,--,--,-2.82%,Innovator U.S. Equity Accelerated Plus ETF - April,--,-1.51%,-3.29%,Innovator U.S. Equity Accelerated Plus ETF - April,$7.23M,-$0.72M,-$0.72M,-$0.72M,$7.23M
1431,0.70%,Equity: U.S. - Total Market,$7.65M,Pacer BioThreat Strategy ETF,VIRS,Pacer Advisors,--,--,--,-10.99%,Pacer BioThreat Strategy ETF,3.35%,-9.74%,-12.04%,Pacer BioThreat Strategy ETF,$1.87M,$1.72M,$0.00M,$0.00M,$6.99M
1432,0.95%,Inverse Equity: U.S. Financials,$7.58M,ProShares Short Financials,SEF,ProShares,-14.73%,-15.84%,-19.25%,2.99%,ProShares Short Financials,-23.23%,4.76%,4.12%,ProShares Short Financials,-$5.97M,-$0.45M,-$3.40M,-$3.40M,$4.66M
1433,0.25%,Equity: U.S. - Mid Cap,$7.53M,iShares MSCI USA Mid-Cap Multifactor ETF,MIDF,Blackrock,--,--,--,-6.42%,iShares MSCI USA Mid-Cap Multifactor ETF,14.64%,-3.33%,-7.95%,iShares MSCI USA Mid-Cap Multifactor ETF,$3.91M,$2.06M,$2.03M,$2.03M,$3.91M
1434,0.15%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",$7.46M,Xtrackers Bloomberg US Investment Grade Corporate ESG ETF,ESCR,DWS,0.94%,--,-0.10%,-2.92%,Xtrackers Bloomberg US Investment Grade Corporate ESG ETF,-4.00%,-2.68%,-2.82%,Xtrackers Bloomberg US Investment Grade Corporate ESG ETF,-$0.02M,$1.10M,$0.00M,$0.00M,-$1.65M
1435,0.65%,Equity: U.S. - Large Cap,$7.42M,Volshares Large Cap ETF,VSL,Whitford Asset Management,--,--,19.77%,-9.18%,Volshares Large Cap ETF,5.17%,-9.19%,-11.85%,Volshares Large Cap ETF,$4.74M,-$1.10M,$0.00M,$0.00M,$7.51M
1436,0.20%,Equity: U.S. - Large Cap,$7.35M,Goldman Sachs ActiveBeta Paris-Aligned US Large Cap Equity ETF,GPAL,Goldman Sachs,--,--,--,-8.67%,Goldman Sachs ActiveBeta Paris-Aligned US Large Cap Equity ETF,--,--,-9.44%,Goldman Sachs ActiveBeta Paris-Aligned US Large Cap Equity ETF,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
1437,0.64%,Equity: U.S. - Total Market,$7.30M,Putnam Sustainable Future ETF,PFUT,Power Corporation of Canada,--,--,--,-17.50%,Putnam Sustainable Future ETF,--,-25.17%,-17.14%,Putnam Sustainable Future ETF,$2.03M,$0.64M,$0.00M,$0.00M,$2.03M
1438,1.05%,Equity: U.S. - Large Cap,$7.26M,Revere Sector Opportunity ETF,RSPY,"Tuttle Tactical Management, LLC",--,--,--,-7.22%,Revere Sector Opportunity ETF,--,-4.67%,-7.62%,Revere Sector Opportunity ETF,$4.98M,$0.00M,$0.00M,$0.00M,$4.98M
1439,0.25%,Equity: U.S. - Large Cap Value,$7.21M,iShares Factors US Value Style ETF,STLV,Blackrock,--,--,--,-2.96%,iShares Factors US Value Style ETF,15.72%,-3.16%,-4.18%,iShares Factors US Value Style ETF,$0.01M,$0.01M,$0.00M,$0.00M,$0.63M
1440,1.09%,Alternatives: Absolute Returns,$7.18M,Leatherback Long/Short Alternative Yield ETF,LBAY,Toroso Investments,--,--,--,8.40%,Leatherback Long/Short Alternative Yield ETF,26.64%,9.51%,5.67%,Leatherback Long/Short Alternative Yield ETF,$1.80M,$0.66M,$0.66M,$0.66M,$5.85M
1441,0.42%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",$7.16M,Invesco BulletShares 2029 High Yield Corporate Bond ETF,BSJT,Invesco,--,--,--,-2.86%,Invesco BulletShares 2029 High Yield Corporate Bond ETF,--,-1.72%,-2.68%,Invesco BulletShares 2029 High Yield Corporate Bond ETF,$2.46M,$2.46M,$0.00M,$2.46M,$2.46M
1442,0.79%,Equity: U.S. - Large Cap,$7.13M,TrueShares Structured Outcome ETF - December,DECZ,TrueMark Investments,--,--,--,-6.15%,TrueShares Structured Outcome ETF - December,9.93%,-3.85%,-6.32%,TrueShares Structured Outcome ETF - December,$1.22M,$3.84M,$1.50M,$3.03M,$6.85M
1443,0.75%,Equity: U.S. - Large Cap,$7.10M,Pacer Swan SOS Moderate April ETF,PSMR,Pacer Advisors,--,--,--,-1.83%,Pacer Swan SOS Moderate April ETF,--,-1.07%,-2.14%,Pacer Swan SOS Moderate April ETF,$6.92M,$1.66M,$1.10M,$1.10M,$6.92M
1444,0.75%,Equity: U.S. - Large Cap,$7.10M,Pacer Swan SOS Conservative (January) ETF,PSCX,Pacer Advisors,--,--,--,-3.11%,Pacer Swan SOS Conservative (January) ETF,4.23%,-2.04%,-3.57%,Pacer Swan SOS Conservative (January) ETF,$6.11M,$4.50M,$1.12M,$3.38M,$6.11M
1445,0.95%,Inverse Equity: U.S. Real Estate,$6.98M,ProShares Short Real Estate,REK,ProShares,-12.33%,-12.06%,-16.67%,6.75%,ProShares Short Real Estate,-21.86%,2.86%,10.78%,ProShares Short Real Estate,-$1.53M,-$1.68M,-$0.00M,-$0.00M,$8.89M
1446,1.27%,Equity: U.S. - Micro Cap,$6.92M,AdvisorShares Dorsey Wright Micro-Cap ETF,DWMC,AdvisorShares,--,--,17.86%,-12.76%,AdvisorShares Dorsey Wright Micro-Cap ETF,-1.61%,-14.80%,-14.80%,AdvisorShares Dorsey Wright Micro-Cap ETF,$3.88M,-$1.22M,-$3.34M,-$3.73M,$4.46M
1447,0.79%,Equity: U.S. - Large Cap,$6.81M,Innovator U.S. Equity Accelerated Plus ETF - January,XTJA,Innovator,--,--,--,--,Innovator U.S. Equity Accelerated Plus ETF - January,--,--,--,Innovator U.S. Equity Accelerated Plus ETF - January,$7.28M,$7.28M,$7.28M,$7.28M,$7.28M
1448,0.83%,Equity: U.S. - Small Cap,$6.79M,Overlay Shares Small Cap Equity ETF,OVS,Liquid Strategies,--,--,--,-8.24%,Overlay Shares Small Cap Equity ETF,6.78%,-8.09%,-9.13%,Overlay Shares Small Cap Equity ETF,$2.72M,$0.00M,$0.00M,$0.00M,$7.52M
1449,0.59%,Equity: U.S. - Total Market,$6.79M,Putnam Sustainable Leaders ETF,PLDR,Power Corporation of Canada,--,--,--,-10.50%,Putnam Sustainable Leaders ETF,--,-10.19%,-11.11%,Putnam Sustainable Leaders ETF,$0.68M,$0.00M,$0.00M,$0.00M,$0.68M
1450,0.79%,Equity: U.S. - Large Cap,$6.72M,Innovator Growth Accelerated Plus ETF - January Series,QTJA,Innovator,--,--,--,--,Innovator Growth Accelerated Plus ETF - January Series,--,--,--,Innovator Growth Accelerated Plus ETF - January Series,$7.41M,$7.41M,$7.41M,$7.41M,$7.41M
1451,0.29%,Equity: U.S. - Total Market,$6.71M,American Century Low Volatility ETF,LVOL,American Century Investments,--,--,--,-8.46%,American Century Low Volatility ETF,10.95%,-5.39%,-9.46%,American Century Low Volatility ETF,$1.99M,$0.02M,$0.01M,$0.01M,$6.18M
1452,1.00%,Equity: U.S. - Total Market,$6.68M,Genuine Investors ETF,GCIG,"GCI Investors, Inc.",--,--,--,-8.72%,Genuine Investors ETF,--,--,-9.86%,Genuine Investors ETF,$6.81M,$6.81M,$1.48M,$1.48M,$6.81M
1453,0.79%,"Fixed Income: U.S. - Government, Treasury Investment Grade Long-Term",$6.63M,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,TBJL,Innovator,--,--,--,-2.23%,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,-0.47%,-0.12%,-2.18%,Innovator 20+ Year Treasury Bond 9 Buffer ETF - July,$0.12M,$1.82M,$1.82M,$1.82M,$6.95M
1454,0.45%,Equity: U.S. Consumer,$6.60M,Direxion Connected Consumer ETF,CCON,Direxion,--,--,--,0%,Direxion Connected Consumer ETF,-18.03%,0%,0%,Direxion Connected Consumer ETF,-$2.52M,$0.00M,$0.00M,$0.00M,$0.08M
1455,1.07%,Leveraged Equity: U.S. Metals & Mining,$6.56M,Direxion Daily Metal Miners Bull 2X Shares,MNM,Direxion,--,--,--,-7.86%,Direxion Daily Metal Miners Bull 2X Shares,--,--,-9.42%,Direxion Daily Metal Miners Bull 2X Shares,$1.63M,$1.63M,$1.63M,$1.63M,$1.63M
1456,0.48%,Equity: U.S. - Large Cap,$6.53M,Invesco US Large Cap Core ESG ETF,IVLC,Invesco,--,--,--,-9.38%,Invesco US Large Cap Core ESG ETF,10.60%,-6.51%,-10.07%,Invesco US Large Cap Core ESG ETF,$5.03M,$0.00M,$0.00M,$0.00M,$5.03M
1457,0.60%,Equity: U.S. - Large Cap,$6.48M,Pacer Salt Low truBeta US Market ETF,LSLT,Pacer Advisors,--,--,--,-2.83%,Pacer Salt Low truBeta US Market ETF,14.36%,1.13%,-4.57%,Pacer Salt Low truBeta US Market ETF,-$2.13M,$0.00M,$0.00M,$0.00M,$5.36M
1458,1.95%,Alternatives: Absolute Returns,$6.46M,Changebridge Capital Long/Short Equity ETF,CBLS,Changebridge Capital LLC,--,--,--,-3.19%,Changebridge Capital Long/Short Equity ETF,-6.53%,-11.63%,-3.60%,Changebridge Capital Long/Short Equity ETF,$2.75M,-$0.46M,-$0.46M,-$0.46M,$3.72M
1459,0.95%,Inverse Equity: U.S. - Mid Cap,$6.40M,ProShares UltraPro Short MidCap400,SMDD,ProShares,-43.77%,-42.74%,-56.01%,22.69%,ProShares UltraPro Short MidCap400,-40.41%,18.56%,29.25%,ProShares UltraPro Short MidCap400,$2.81M,$0.00M,$0.00M,$0.00M,$36.78M
1460,0.39%,Equity: U.S. - Large Cap Growth,$6.36M,American Century Sustainable Growth ETF,ESGY,American Century Investments,--,--,--,-13.63%,American Century Sustainable Growth ETF,--,-8.71%,-13.62%,American Century Sustainable Growth ETF,$1.36M,$0.93M,$0.00M,$0.00M,$1.36M
1461,0.75%,Equity: U.S. - Large Cap,$6.22M,Pacer Swan SOS Flex October ETF,PSFO,Pacer Advisors,--,--,--,-3.91%,Pacer Swan SOS Flex October ETF,--,-2.62%,-4.49%,Pacer Swan SOS Flex October ETF,$6.32M,$2.67M,-$1.08M,-$1.08M,$6.32M
1462,1.07%,Leveraged Equity: U.S. Infrastructure,$6.20M,Direxion Daily U.S. Infrastructure Bull 2X Shares ETF,DOZR,Direxion,--,--,--,-11.54%,Direxion Daily U.S. Infrastructure Bull 2X Shares ETF,--,-12.18%,-16.12%,Direxion Daily U.S. Infrastructure Bull 2X Shares ETF,$1.49M,$1.49M,$0.00M,$0.00M,$1.49M
1463,0.19%,Equity: U.S. - Small Cap,$6.19M,Principal U.S. Small-Cap Adaptive Multi-Factor ETF,PLTL,Principal,--,--,--,-5.68%,Principal U.S. Small-Cap Adaptive Multi-Factor ETF,--,-4.34%,-7.05%,Principal U.S. Small-Cap Adaptive Multi-Factor ETF,$6.26M,$0.00M,$0.00M,$0.00M,$6.26M
1464,0.79%,Leveraged Equity: U.S. - Large Cap,$6.17M,Innovator Double Stacker ETF - January,DSJA,Innovator,--,--,--,-9.00%,Innovator Double Stacker ETF - January,5.47%,-8.04%,-9.02%,Innovator Double Stacker ETF - January,$3.43M,-$0.01M,$0.00M,$0.00M,$5.97M
1465,0.66%,Inverse Equity:U.S. Broad Retail,$6.13M,ProShares Decline of the Retail Store ETF,EMTY,ProShares,--,--,-22.64%,6.17%,ProShares Decline of the Retail Store ETF,-21.57%,2.51%,9.47%,ProShares Decline of the Retail Store ETF,-$2.91M,-$0.78M,$0.00M,$0.00M,$29.31M
1466,1.07%,Leveraged Equity: U.S. Big Tech,$6.11M,Direxion Daily Select Large Caps & FANGs Bull 2X Shares,FNGG,Direxion,--,--,--,-44.42%,Direxion Daily Select Large Caps & FANGs Bull 2X Shares,--,-51.63%,-42.74%,Direxion Daily Select Large Caps & FANGs Bull 2X Shares,$6.32M,$4.96M,$1.74M,$1.74M,$6.32M
1467,0.85%,Equity: U.S. - Small Cap,$6.10M,Nuveen Small Cap Select ETF,NSCS,Nuveen Securities,--,--,--,-9.43%,Nuveen Small Cap Select ETF,--,-10.53%,-10.07%,Nuveen Small Cap Select ETF,$1.56M,$0.53M,$0.00M,$0.00M,$1.56M
1468,0.79%,Equity: U.S. - Large Cap,$5.98M,TrueShares Structured Outcome ETF - April,APRZ,TrueMark Investments,--,--,--,-6.20%,TrueShares Structured Outcome ETF - April,--,-3.35%,-6.48%,TrueShares Structured Outcome ETF - April,$5.74M,$0.71M,$0.00M,$0.71M,$5.74M
1469,0.79%,Equity: U.S. - Large Cap,$5.95M,Innovator Growth Accelerated Plus ETF - October,QTOC,Innovator,--,--,--,-9.49%,Innovator Growth Accelerated Plus ETF - October,--,-6.89%,-9.69%,Innovator Growth Accelerated Plus ETF - October,$6.29M,$3.84M,$1.25M,$1.25M,$6.29M
1470,0.45%,Equity: U.S. - Large Cap,$5.92M,IQ Engender Equality ETF,EQUL,New York Life,--,--,--,-4.64%,IQ Engender Equality ETF,--,-5.64%,-5.61%,IQ Engender Equality ETF,$1.28M,$1.28M,-$1.25M,$0.00M,$1.28M
1471,0.75%,Equity: U.S. Cannabis,$5.84M,ETFMG U.S. Alternative Harvest ETF,MJUS,ETFMG,--,--,--,-16.46%,ETFMG U.S. Alternative Harvest ETF,--,-28.68%,-15.43%,ETFMG U.S. Alternative Harvest ETF,$10.09M,$2.28M,$0.00M,$2.46M,$10.09M
1472,0.75%,Equity: U.S. - Total Market Value,$5.64M,QRAFT AI-Enhanced U.S. Next Value ETF,NVQ,Exchange Traded Concepts,--,--,--,0.18%,QRAFT AI-Enhanced U.S. Next Value ETF,11.26%,1.44%,-0.41%,QRAFT AI-Enhanced U.S. Next Value ETF,$1.51M,-$0.87M,-$0.04M,-$0.04M,$2.14M
1473,0.59%,Equity: U.S. - Total Market,$5.58M,Fidelity Sustainability U.S. Equity ETF,FSST,Fidelity,--,--,--,-8.16%,Fidelity Sustainability U.S. Equity ETF,--,-7.38%,-9.28%,Fidelity Sustainability U.S. Equity ETF,$3.76M,$2.23M,$0.00M,$0.00M,$3.76M
1474,0.55%,Equity: U.S. - Large Cap Value,$5.51M,ALPS Hillman Active Value ETF,HVAL,SS&C,--,--,--,0.23%,ALPS Hillman Active Value ETF,--,-3.12%,-0.58%,ALPS Hillman Active Value ETF,$5.61M,$0.00M,$0.00M,$0.00M,$5.61M
1475,0.79%,Equity: U.S. - Large Cap,$5.46M,Innovator U.S. Equity Accelerated 9 Buffer ETF - October,XBOC,Innovator,--,--,--,-3.28%,Innovator U.S. Equity Accelerated 9 Buffer ETF - October,--,-2.25%,-3.47%,Innovator U.S. Equity Accelerated 9 Buffer ETF - October,$5.50M,$1.25M,$0.00M,$0.00M,$5.50M
1476,0.60%,Equity: U.S. - Large Cap,$5.42M,Pacer Salt High truBeta U.S. Market ETF,SLT,Pacer Advisors,--,--,15.98%,-15.15%,Pacer Salt High truBeta U.S. Market ETF,-4.08%,-18.09%,-14.19%,Pacer Salt High truBeta U.S. Market ETF,-$6.19M,$0.00M,$0.00M,$0.00M,-$9.94M
1477,1.19%,Asset Allocation: U.S. Target Risk,$5.41M,AdvisorShares Q Portfolio Blended Allocation ETF,QPT,AdvisorShares,--,--,--,-8.92%,AdvisorShares Q Portfolio Blended Allocation ETF,-2.69%,-6.47%,-8.92%,AdvisorShares Q Portfolio Blended Allocation ETF,-$1.09M,$2.16M,$0.13M,$0.13M,$4.34M
1478,0.75%,Equity: U.S. - High Dividend Yield,$5.41M,QRAFT AI-Enhanced U.S. High Dividend ETF,HDIV,Exchange Traded Concepts,--,--,--,-3.12%,QRAFT AI-Enhanced U.S. High Dividend ETF,16.47%,-1.30%,-4.26%,QRAFT AI-Enhanced U.S. High Dividend ETF,$1.41M,-$0.02M,-$0.02M,-$0.02M,$2.08M
1479,0.79%,Equity: U.S. - Large Cap,$5.30M,TrueShares Structured Outcome ETF - March,MARZ,TrueMark Investments,--,--,--,-6.89%,TrueShares Structured Outcome ETF - March,--,-4.24%,-7.47%,TrueShares Structured Outcome ETF - March,$4.68M,-$0.71M,$0.00M,$0.00M,$4.68M
1480,0.25%,Equity: U.S. - Large Cap Growth,$5.26M,iShares Factors U.S. Growth Style ETF,STLG,Blackrock,--,--,--,-12.47%,iShares Factors U.S. Growth Style ETF,6.09%,-8.33%,-13.02%,iShares Factors U.S. Growth Style ETF,$0.04M,$0.08M,$0.04M,$0.04M,-$1.37M
1481,0.79%,Equity: U.S. - Large Cap,$5.25M,Innovator U.S. Equity Accelerated ETF - July,XDJL,Innovator,--,--,--,-5.50%,Innovator U.S. Equity Accelerated ETF - July,--,-3.42%,-6.04%,Innovator U.S. Equity Accelerated ETF - July,$5.31M,$2.10M,$0.00M,$2.10M,$5.31M
1482,0.95%,Inverse Equity: U.S. Information Technology,$5.15M,ProShares UltraShort Technology,REW,ProShares,-47.71%,-39.59%,-55.31%,33.39%,ProShares UltraShort Technology,-31.70%,11.24%,32.68%,ProShares UltraShort Technology,$1.97M,$0.70M,$0.87M,$0.70M,$13.10M
1483,0.64%,Equity: U.S. - Large Cap Growth,$5.12M,Nuveen Winslow Large-Cap Growth ESG ETF,NWLG,Nuveen Securities,--,--,--,-16.00%,Nuveen Winslow Large-Cap Growth ESG ETF,--,-13.62%,-15.84%,Nuveen Winslow Large-Cap Growth ESG ETF,$0.79M,$0.01M,-$0.25M,-$0.25M,$0.79M
1484,0.25%,Equity: U.S. - High Dividend Yield,$5.11M,Nuveen ESG Dividend ETF,NUDV,Nuveen Securities,--,--,--,-2.93%,Nuveen ESG Dividend ETF,--,0.02%,-4.52%,Nuveen ESG Dividend ETF,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
1485,0.79%,Equity: U.S. - Large Cap,$5.06M,TrueShares Structured Outcome ETF - May,MAYZ,TrueMark Investments,--,--,--,-6.05%,TrueShares Structured Outcome ETF - May,--,-3.50%,-6.60%,TrueShares Structured Outcome ETF - May,$4.81M,$0.00M,$0.00M,$0.00M,$4.81M
1486,0.90%,Equity: U.S. Robotics & AI,$4.90M,Gabelli Asset ETF,GAST,"GAMCO Investors, Inc.",--,--,--,--,Gabelli Asset ETF,--,--,--,Gabelli Asset ETF,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
1487,0.79%,Equity: U.S. - Large Cap,$4.87M,Innovator U.S. Equity Accelerated Plus ETF,XTOC,Innovator,--,--,--,--,Innovator U.S. Equity Accelerated Plus ETF,--,--,--,Innovator U.S. Equity Accelerated Plus ETF,$4.99M,$3.15M,$0.62M,$0.62M,$4.99M
1488,1.07%,"Equity: U.S. Hotels, Resorts & Cruise Lines",$4.86M,Direxion Daily Travel & Vacation Bull 2X Shares,OOTO,Direxion,--,--,--,-10.61%,Direxion Daily Travel & Vacation Bull 2X Shares,--,-16.99%,-9.20%,Direxion Daily Travel & Vacation Bull 2X Shares,-$0.00M,-$0.00M,$0.00M,-$0.00M,-$0.00M
1489,0.48%,"Fixed Income: U.S. - Corporate, Broad-based",$4.82M,Emles Real Estate Credit ETF,REC,Emles Advisors LLC,--,--,--,-1.92%,Emles Real Estate Credit ETF,-5.02%,-2.36%,-2.12%,Emles Real Estate Credit ETF,-$18.68M,$0.00M,$0.00M,$0.00M,$2.42M
1490,1.23%,Leveraged Equity: U.S. - Large Cap,$4.80M,Direxion S&P 500 Equal Weight Bull 2X Shares,EVEN,Direxion,--,--,--,--,Direxion S&P 500 Equal Weight Bull 2X Shares,--,--,--,Direxion S&P 500 Equal Weight Bull 2X Shares,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
1491,0.20%,Equity: U.S. - Large Cap,$4.79M,Invesco ESG S&P 500 Equal Weight ETF,RSPE,Invesco,--,--,--,-4.58%,Invesco ESG S&P 500 Equal Weight ETF,--,--,-5.87%,Invesco ESG S&P 500 Equal Weight ETF,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
1492,0.50%,Equity: U.S. Broad Thematic,$4.76M,Direxion World Without Waste ETF,WWOW,Direxion,--,--,--,-17.91%,Direxion World Without Waste ETF,-18.10%,-24.94%,-17.81%,Direxion World Without Waste ETF,$0.78M,$0.78M,$0.00M,$0.00M,$5.78M
1493,0.18%,Equity: U.S. - Total Market,$4.74M,iShares ESG MSCI USA Min Vol Factor ETF,ESMV,Blackrock,--,--,--,-7.54%,iShares ESG MSCI USA Min Vol Factor ETF,--,--,-8.67%,iShares ESG MSCI USA Min Vol Factor ETF,$0.05M,$0.05M,$0.05M,$0.05M,$0.05M
1494,1.07%,Leveraged Equity:U.S. Sector FinTech,$4.70M,Direxion Daily FinTech Bull 2X Shares,FNTC,Direxion,--,--,--,--,Direxion Daily FinTech Bull 2X Shares,--,--,--,Direxion Daily FinTech Bull 2X Shares,--,--,--,--,--
1495,0.75%,Equity: U.S. - Large Cap,$4.69M,Pacer Swan SOS Flex (July) ETF,PSFJ,Pacer Advisors,--,--,--,-3.64%,Pacer Swan SOS Flex (July) ETF,--,-2.12%,-4.05%,Pacer Swan SOS Flex (July) ETF,$4.62M,-$0.52M,-$0.52M,-$0.52M,$4.62M
1496,0.75%,Equity: U.S. Information Technology,$4.64M,Jacob Forward ETF,JFWD,Jacob Asset Management,--,--,--,-29.40%,Jacob Forward ETF,--,-36.04%,-25.53%,Jacob Forward ETF,$7.02M,-$0.45M,-$0.28M,-$0.64M,$7.02M
1497,0.60%,Equity: U.S. - Total Market,$4.57M,BlackRock Future U.S. Themes ETF,BTHM,Blackrock,--,--,--,-9.71%,BlackRock Future U.S. Themes ETF,--,--,-10.20%,BlackRock Future U.S. Themes ETF,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
1498,0.95%,"Leveraged Equity: U.S. Oil, Gas & Consumable Fuels",$4.56M,MicroSectors Oil & Gas Exploration & Production 3X Leveraged ETN,OILU,BMO,--,--,--,59.88%,MicroSectors Oil & Gas Exploration & Production 3X Leveraged ETN,--,--,55.42%,MicroSectors Oil & Gas Exploration & Production 3X Leveraged ETN,$0.00M,$0.00M,$0.00M,$0.00M,$399.29M
1499,0.60%,Equity: U.S. - Large Cap,$4.51M,Global X NASDAQ 100 Collar 95-110 ETF,QCLR,"Mirae Asset Global Investments Co., Ltd.",--,--,--,-6.44%,Global X NASDAQ 100 Collar 95-110 ETF,--,-3.44%,-6.27%,Global X NASDAQ 100 Collar 95-110 ETF,$4.72M,$1.43M,$1.43M,$1.43M,$4.72M
1500,0.55%,Equity: U.S. - Total Market Growth,$4.43M,WisdomTree U.S. Growth & Momentum Fund,WGRO,WisdomTree,--,--,--,-18.35%,WisdomTree U.S. Growth & Momentum Fund,--,-19.88%,-18.93%,WisdomTree U.S. Growth & Momentum Fund,$4.70M,$0.55M,$0.00M,$0.00M,$4.70M
1501,0.92%,"Fixed Income: U.S. - Government, Inflation-linked Investment Grade",$4.36M,Rareview Inflation/Deflation ETF,FLTN,Neil Azous Revocable Trust,--,--,--,--,Rareview Inflation/Deflation ETF,--,--,--,Rareview Inflation/Deflation ETF,$3.75M,$3.75M,$3.75M,$3.75M,$3.75M
1502,0.95%,Inverse Equity: U.S. Financials,$4.27M,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETN,BNKD,BMO,--,--,--,-9.25%,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETN,-72.58%,3.70%,-9.30%,MicroSectors U.S. Big Banks Index -3X Inverse Leveraged ETN,$0.00M,$0.00M,$0.00M,$0.00M,-$25.73M
1503,0.95%,Inverse Equity: U.S. Big Tech,$4.27M,MicroSectors FANG & Innovation -3x Inverse Leveraged ETN,BERZ,BMO,--,--,--,66.59%,MicroSectors FANG & Innovation -3x Inverse Leveraged ETN,--,45.16%,62.74%,MicroSectors FANG & Innovation -3x Inverse Leveraged ETN,-$0.01M,$0.00M,$0.00M,$0.00M,-$0.01M
1504,0.95%,Inverse Equity: U.S. - Small Cap,$4.25M,ProShares Short SmallCap600,SBB,ProShares,-14.38%,-15.40%,-19.28%,6.49%,ProShares Short SmallCap600,-11.19%,5.44%,7.61%,ProShares Short SmallCap600,-$1.32M,-$0.44M,$0.00M,$0.00M,$8.12M
1505,0.49%,Equity: U.S. - Total Market,$4.21M,Emles Made in America ETF,AMER,Emles Advisors LLC,--,--,--,-2.93%,Emles Made in America ETF,1.93%,-10.68%,-4.97%,Emles Made in America ETF,-$7.98M,$0.71M,$0.71M,$0.71M,$0.07M
1506,0.95%,Alternatives: Absolute Returns,$4.21M,ProShares RAFI Long/Short ETF,RALS,ProShares,-3.47%,-1.34%,-2.55%,5.64%,ProShares RAFI Long/Short ETF,6.00%,4.34%,5.25%,ProShares RAFI Long/Short ETF,-$0.34M,$0.00M,$0.00M,$0.00M,-$4.89M
1507,0.27%,Equity: U.S. - Large Cap,$4.17M,ProShares S&P 500 Ex-Health Care ETF,SPXV,ProShares,14.10%,--,19.24%,-7.78%,ProShares S&P 500 Ex-Health Care ETF,15.04%,-4.54%,-8.23%,ProShares S&P 500 Ex-Health Care ETF,$0.93M,$0.00M,$0.00M,$0.00M,$0.96M
1508,0.95%,Inverse Equity: U.S. Semiconductors,$4.15M,ProShares UltraShort Semiconductors,SSG,ProShares,-53.95%,-45.60%,-63.48%,41.31%,ProShares UltraShort Semiconductors,-44.69%,-7.56%,41.31%,ProShares UltraShort Semiconductors,$2.65M,$1.53M,$0.50M,$0.50M,$15.44M
1509,0.60%,Equity: U.S. - Total Market,$4.13M,Pacer U.S. Export Leaders ETF,PEXL,Pacer Advisors,--,--,22.37%,-10.16%,Pacer U.S. Export Leaders ETF,10.03%,-5.69%,-11.40%,Pacer U.S. Export Leaders ETF,$2.17M,$2.13M,$2.13M,$2.13M,$2.19M
1510,0.35%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",$4.09M,VanEck Muni Allocation ETF,MAAX,VanEck,--,--,--,-2.93%,VanEck Muni Allocation ETF,-1.80%,-1.44%,-2.92%,VanEck Muni Allocation ETF,-$0.75M,$0.00M,$0.00M,$0.00M,$2.12M
1511,0.79%,Equity: U.S. - Large Cap,$4.08M,TrueShares Structured Outcome ETF - January,JANZ,TrueMark Investments,--,--,--,-5.97%,TrueShares Structured Outcome ETF - January,10.55%,-3.20%,-6.42%,TrueShares Structured Outcome ETF - January,$0.71M,$2.15M,-$0.04M,$2.15M,$3.85M
1512,0.45%,Equity: U.S. - Total Market,$4.02M,Barclays Women in Leadership ETN,WIL,Barclays Capital Inc.,9.69%,--,13.82%,-6.39%,Barclays Women in Leadership ETN,15.37%,-5.11%,-7.15%,Barclays Women in Leadership ETN,-$1.03M,$0.00M,$0.00M,$0.00M,-$37.66M
1513,0.55%,Asset Allocation: Global Target Outcome,$3.94M,Emles Protective Allocation ETF,DEFN,Emles Advisors LLC,--,--,--,0%,Emles Protective Allocation ETF,-1.01%,1.06%,0%,Emles Protective Allocation ETF,-$3.73M,$0.00M,$0.00M,$0.00M,$1.26M
