ticker,aum,expense,segment,name,issuer,return_ytd,return_5y,return_1y,return_1m,return_3y,return_10y,return_3m,flow_3y,flow_3m,flow_1y,flow_ytd,flow_1m
EGIS,"25,290,000 ",0.75%,Equity: U.S. - Total Market,2ndVote Society Defended ETF,"2nd Vote Value Investments, Inc",-7.06%,--,17.07%,-6.14%,--,--,-6.24%,$21.95M,$3.49M,$21.95M,$0.00M,$0.00M
MSMR,"25,280,000 ",0.99%,Asset Allocation:Asset Allocation Target Outcome,McElhenny Sheffield Managed Risk ETF,Aptus Capital Advisors,-7.25%,--,--,-7.56%,--,--,--,$27.03M,$27.03M,$27.03M,$3.51M,$4.75M
INMU,"25,100,000 ",0.30%,"Fixed Income: U.S. - Government, Local Authority/Municipal Intermediate",BlackRock Intermediate Muni Income Bond ETF,Blackrock,-1.51%,--,--,-1.60%,--,--,-1.35%,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
UXI,"25,020,000 ",0.95%,Leveraged Equity: U.S. Industrials,ProShares Ultra Industrials,ProShares,-17.38%,17.21%,13.96%,-15.00%,21.76%,21.85%,-16.87%,-$5.90M,-$2.47M,-$2.24M,-$1.67M,-$1.67M
FITE,"24,980,000 ",0.45%,Equity: U.S. Broad Thematic,SPDR S&P Kensho Future Security ETF,State Street Global Advisors,-11.12%,--,-2.87%,-10.90%,14.67%,--,-12.03%,$10.25M,$3.22M,$5.14M,$0.50M,$1.02M
QQQA,"24,850,000 ",0.58%,Equity: U.S. - Large Cap,ProShares NASDAQ-100 Dorsey Wright Momentum ETF,ProShares,-16.44%,--,--,-16.83%,--,--,-16.82%,$23.85M,-$0.41M,$23.85M,-$0.88M,-$0.88M
FCSH,"24,830,000 ",0.30%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Federated Hermes Short Duration Corporate ETF,"Federated Hermes, Inc.",-1.10%,--,--,-1.00%,--,--,--,$25.00M,$25.00M,$25.00M,$0.00M,$0.00M
UCC,"24,770,000 ",0.95%,Leveraged Equity: U.S. Consumer Discretionary,ProShares Ultra Consumer Services,ProShares,-26.16%,20.51%,-13.05%,-25.58%,20.43%,26.95%,-27.24%,-$8.76M,-$4.84M,$0.24M,-$2.27M,-$2.27M
HLGE,"24,760,000 ",0.44%,Equity: U.S. Consumer,Hartford Longevity Economy ETF,The Hartford,-7.88%,--,--,-6.94%,--,--,-5.44%,$25.04M,$0.00M,$25.04M,$0.00M,$0.00M
BBC,"24,740,000 ",0.79%,Equity: U.S. Life Sciences Tools & Services,Virtus LifeSci Biotech Clinical Trials ETF,Virtus Investment Partners,-25.38%,8.56%,-46.29%,-29.32%,5.07%,--,-35.25%,-$10.65M,$0.10M,-$6.90M,$0.00M,$0.00M
HTUS,"24,640,000 ",0.97%,Alternatives: Absolute Returns,Hull Tactical U.S. ETF,Exchange Traded Concepts,-8.00%,9.73%,14.45%,-6.24%,13.68%,--,-4.38%,-$31.53M,-$0.01M,-$1.60M,-$0.00M,-$0.00M
UFEB,"24,510,000 ",0.79%,Equity: U.S. - Large Cap,Innovator U.S. Equity Ultra Buffer ETF - February,Innovator,0.03%,--,6.87%,0.08%,--,--,0.55%,$19.15M,-$2.09M,-$2.40M,-$0.70M,-$1.40M
DVLU,"24,500,000 ",0.60%,Equity: U.S. - Total Market,First Trust Dorsey Wright Momentum & Value ETF,First Trust,-2.94%,--,29.30%,-1.14%,14.30%,--,-2.40%,$7.99M,-$1.20M,$4.84M,$0.00M,$0.00M
SIXJ,"24,390,000 ",0.74%,Equity: U.S. - Large Cap,AllianzIM U.S. Large Cap 6 Month Buffer10 Jan/Jul ETF,PIMCO,--,--,--,--,--,--,--,$15.51M,$15.51M,$15.51M,$15.51M,$15.51M
MLPO,"24,380,000 ",0.95%,Equity: U.S. MLPs,Credit Suisse S&P MLP Index ETN,Credit Suisse Group AG,23.46%,-0.72%,52.97%,17.65%,1.79%,--,14.02%,-$0.43M,$0.00M,$0.00M,$0.00M,$0.00M
RTAI,"24,370,000 ",1.91%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",Rareview Tax Advantaged Income ETF,Neil Azous Revocable Trust,-6.66%,--,0.16%,-8.10%,--,--,-5.84%,$15.87M,$6.28M,$20.24M,$0.68M,$0.68M
XJR,"24,350,000 ",0.12%,Equity: U.S. - Small Cap,iShares ESG Screened S&P Small-Cap ETF,Blackrock,-9.34%,--,3.29%,-8.47%,--,--,-6.95%,$17.78M,$8.11M,$17.89M,$6.12M,$6.12M
JHMS,"24,330,000 ",0.40%,Equity: U.S. Consumer Staples,John Hancock Multifactor Consumer Staples ETF,John Hancock,-2.85%,9.54%,12.40%,-0.37%,15.43%,--,4.63%,-$8.60M,$1.47M,-$3.15M,$1.47M,$1.47M
SEPZ,"24,280,000 ",0.79%,Equity: U.S. - Large Cap,TrueShares Structured Outcome ETF - September,TrueMark Investments,-6.33%,--,11.85%,-5.74%,--,--,-3.50%,$22.40M,$0.00M,$12.57M,$0.00M,$0.00M
YPS,"24,280,000 ",0.29%,Equity: U.S. - Large Cap,Arrow Reverse Cap 500 ETF,Arrow Funds,-5.68%,--,19.03%,-4.29%,15.50%,--,-4.16%,$5.12M,$3.65M,$9.00M,$2.45M,$2.45M
PXJ,"24,270,000 ",0.63%,Equity: U.S. Energy Equipment & Services,Invesco Dynamic Oil & Gas Services ETF,Invesco,19.18%,-20.31%,24.97%,18.44%,-15.95%,-14.09%,-3.24%,$20.20M,-$3.51M,$20.20M,$0.00M,-$1.50M
SPXB,"24,250,000 ",0.15%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",ProShares S&P 500 Bond ETF,ProShares,-3.86%,--,-3.85%,-3.84%,6.80%,--,-3.50%,-$3.53M,-$8.92M,-$6.67M,-$8.92M,-$8.92M
TWIO,"24,060,000 ",0.85%,Asset Allocation:Asset Allocation Target Outcome,Trajan Wealth Income Opportunities ETF,OBP Capital LLC,-2.17%,--,--,-2.16%,--,--,-2.31%,$21.76M,$1.25M,$21.76M,$0.73M,$0.73M
IBBQ,"23,840,000 ",0.00%,"Equity: U.S. Pharma, Biotech & Life Sciences",Invesco Nasdaq Biotechnology ETF,Invesco,-15.47%,--,--,-17.11%,--,--,-19.77%,-$20.98M,-$15.43M,-$20.98M,$6.47M,-$1.62M
XDEC,"23,730,000 ",0.85%,Equity: U.S. - Large Cap,FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - December,First Trust,-3.75%,--,--,-3.45%,--,--,--,$7.65M,$7.65M,$7.65M,$3.10M,$4.65M
JCTR,"23,600,000 ",0.15%,Equity: U.S. Low Carbon,JPMorgan Carbon Transition U.S. Equity ETF,JPMorgan Chase,-8.67%,--,15.30%,-7.99%,--,--,-4.49%,-$0.52M,$0.06M,-$3.00M,$0.00M,$0.00M
VAMO,"23,530,000 ",0.64%,Equity: U.S. - Total Market,Cambria Value and Momentum ETF,Cambria,-3.33%,1.17%,15.60%,-2.41%,4.36%,--,-3.19%,$0.30M,$0.00M,$8.45M,$0.00M,$0.00M
MID,"23,440,000 ",0.45%,Equity: U.S. - Mid Cap Growth,American Century Mid Cap Growth Impact ETF,American Century Investments,-20.05%,--,-14.90%,-20.39%,--,--,-24.63%,--,--,--,--,--
TUSA,"23,210,000 ",0.70%,Equity: U.S. - Total Market,First Trust Total US Market AlphaDEX ETF,First Trust,-8.82%,10.03%,7.54%,-8.07%,13.24%,9.31%,-8.20%,$1.38M,$2.50M,$4.86M,$0.00M,$0.00M
ERM,"23,120,000 ",0.68%,Asset Allocation: U.S. Target Outcome,EquityCompass Risk Manager ETF,First Trust,-4.21%,--,15.00%,-3.31%,8.43%,--,-3.19%,-$6.72M,$0.00M,$9.91M,$0.00M,$0.00M
GK,"23,080,000 ",0.81%,Equity: U.S. Broad Thematic,AdvisorShares Gerber Kawasaki ETF,AdvisorShares,-17.60%,--,--,-18.37%,--,--,-19.04%,$26.68M,$11.08M,$26.68M,$1.00M,$1.94M
TGIF,"23,010,000 ",0.59%,"Fixed Income: U.S. - Broad Market, Broad-based",SoFi Weekly Income ETF,Toroso Investments,-1.52%,--,2.21%,-1.47%,--,--,-1.35%,$20.41M,$0.00M,$2.84M,$0.00M,$0.00M
PILL,"22,930,000 ",0.98%,Leveraged Equity: U.S. Pharmaceuticals,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,Direxion,-25.50%,--,-57.66%,-27.65%,-21.15%,--,-34.78%,$17.04M,-$3.07M,$17.01M,$1.11M,-$4.52M
DRV,"22,930,000 ",1.08%,Inverse Equity: U.S. Real Estate,Direxion Daily MSCI Real Estate Bear 3x Shares,Direxion,299.42%,-40.48%,-52.24%,811.31%,-52.82%,-38.97%,1.85%,$80.43M,$3.71M,$12.00M,$0.00M,$0.00M
SPAK,"22,870,000 ",0.45%,Equity: U.S. - Total Market,Defiance Next Gen SPAC Derived ETF,Defiance ETFs,-15.95%,--,-42.61%,-19.05%,--,--,-23.55%,$45.78M,-$10.26M,-$5.73M,-$2.57M,-$3.10M
ESUS,"22,820,000 ",0.95%,Leveraged Equity: U.S. - Total Market,ETRACS 2x Leveraged MSCI USA ESG Focus TR ETN,UBS,-19.07%,--,--,-18.04%,--,--,-14.19%,--,--,--,--,--
REVS,"22,760,000 ",0.19%,Equity: U.S. - Large Cap Value,Columbia Research Enhanced Value ETF,"Columbia Management Investment Advisers, LLC",-2.93%,--,21.45%,-1.38%,--,--,-0.77%,$17.82M,$12.09M,$21.93M,$0.00M,-$3.20M
PBND,"22,630,000 ",0.05%,"Fixed Income: U.S. - Broad Market, Broad-based Investment Grade",Invesco PureBeta U.S. Aggregate Bond ETF,Invesco,-2.25%,--,-3.49%,-2.25%,3.64%,--,-1.99%,-$2.79M,$0.03M,$2.64M,-$2.54M,-$2.54M
RECS,"22,540,000 ",0.15%,Equity: U.S. - Large Cap,Columbia Research Enhanced Core ETF,"Columbia Management Investment Advisers, LLC",-7.02%,--,19.62%,-6.23%,--,--,-1.97%,-$9.56M,-$0.16M,-$72.56M,$0.63M,$0.63M
IBHF,"22,520,000 ",0.35%,"Fixed Income: U.S. - Corporate, Broad-based Intermediate",iShares iBonds 2026 Term High Yield and Income ETF,Blackrock,-1.38%,--,3.11%,-1.46%,--,--,-0.55%,$12.69M,$2.52M,$7.63M,$0.00M,$0.00M
MCEF,"22,440,000 ",2.65%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade",First Trust Municipal CEF Income Opportunity ETF,First Trust,-7.26%,4.39%,-1.05%,-6.71%,6.11%,--,-4.04%,$14.61M,$3.05M,$14.61M,$4.08M,$4.08M
CVAR,"22,420,000 ",0.87%,Equity: U.S. - Total Market Value,Cultivar ETF,"Cultivar Capital, Inc.",-0.28%,--,--,0.43%,--,--,--,$21.87M,$21.87M,$21.87M,$13.07M,$21.87M
AMOM,"22,330,000 ",0.75%,Equity: U.S. - Large Cap,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,Exchange Traded Concepts,-20.55%,--,-13.20%,-21.28%,--,--,-23.25%,$22.31M,-$3.42M,$20.67M,$0.22M,$0.22M
PSCM,"22,210,000 ",0.29%,Equity: U.S. Materials,Invesco S&P SmallCap Materials ETF,Invesco,-4.75%,7.00%,7.67%,-3.89%,13.60%,9.37%,-2.53%,-$2.40M,-$3.37M,$4.48M,-$1.38M,-$1.38M
TYD,"22,170,000 ",1.09%,"Leveraged Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",Direxion Daily 7-10 Year Treasury Bull 3x Shares,Direxion,-8.07%,5.79%,-16.71%,-8.75%,7.90%,4.29%,-5.94%,$9.48M,$0.00M,$5.76M,$0.00M,$0.00M
JHME,"22,140,000 ",0.40%,Equity: U.S. Energy,John Hancock Multifactor Energy ETF,John Hancock,16.66%,-0.10%,70.23%,18.13%,4.27%,--,8.36%,$1.70M,-$1.79M,-$2.59M,$0.00M,$0.00M
QJUN,"22,020,000 ",0.90%,Equity: U.S. - Large Cap,FT Cboe Vest Nasdaq-100 Buffer ETF - June,First Trust,-6.10%,--,--,-6.13%,--,--,-4.43%,$19.94M,-$7.40M,$19.94M,-$2.09M,-$2.09M
PVAL,"22,010,000 ",0.55%,Equity: U.S. - Large Cap Value,Putnam Focused Large Cap Value ETF,Power Corporation of Canada,-5.35%,--,--,-3.82%,--,--,-3.27%,$14.62M,$12.30M,$14.25M,$4.16M,$4.85M
SFYF,"21,670,000 ",0.29%,Equity: U.S. - Total Market,SoFi Social 50 ETF,Toroso Investments,-18.21%,--,3.52%,-19.24%,--,--,-22.65%,$20.72M,$2.26M,$13.79M,-$0.00M,-$0.00M
QDYN,"21,600,000 ",0.37%,Equity: U.S. - Total Market,FlexShares Quality Dividend Dynamic Index Fund,Northern Trust,-5.86%,12.79%,17.61%,-4.92%,17.84%,--,-1.69%,-$38.83M,$0.03M,$2.80M,$0.00M,$0.00M
TSPA,"21,580,000 ",0.34%,Equity: U.S. - Total Market,T. Rowe Price U.S. Equity Research ETF,"T. Rowe Price Group, Inc.",-8.73%,--,--,-8.09%,--,--,-5.34%,$6.27M,$2.10M,$6.27M,$0.42M,$0.84M
REIT,"21,520,000 ",0.68%,Equity: U.S. Real Estate,ALPS Active REIT ETF,SS&C,-8.67%,--,--,-5.23%,--,--,-2.19%,$19.68M,-$1.03M,$19.68M,-$3.30M,-$2.55M
QCON,"21,450,000 ",0.32%,"Fixed Income: U.S. - Corporate, Convertible",American Century Quality Convertible Securities ETF,American Century Investments,-8.62%,--,--,-8.32%,--,--,-8.46%,$22.74M,$4.94M,$22.74M,$0.00M,$0.00M
RNMC,"21,420,000 ",0.60%,Equity: U.S. - Mid Cap,First Trust Mid Cap U.S. Equity Select ETF,First Trust,-7.15%,--,11.82%,-5.15%,12.77%,--,-4.91%,$2.40M,$0.00M,$4.34M,$0.00M,$0.00M
TMDV,"21,360,000 ",0.36%,Equity: U.S. - Total Market,ProShares Russell U.S. Dividend Growers ETF,ProShares,-6.41%,--,14.13%,-4.39%,--,--,-1.13%,$12.35M,-$0.49M,-$6.17M,$0.00M,$0.00M
UTSL,"21,210,000 ",1.00%,Leveraged Equity: U.S. Utilities,Direxion Daily Utilities Bull 3X Shares,Direxion,-19.87%,--,14.39%,-13.34%,7.11%,--,-3.29%,$8.18M,-$19.33M,-$8.22M,-$5.51M,-$5.51M
TMFX,"21,140,000 ",0.50%,Equity: U.S. - Extended Market,Motley Fool Next Index ETF,The Motley Fool,--,--,--,--,--,--,--,$21.94M,$21.94M,$21.94M,$21.94M,$21.94M
HYUP,"20,960,000 ",0.20%,"Fixed Income: U.S. - Corporate, Broad-based High Yield",Xtrackers High Beta High Yield Bond ETF,DWS,-2.59%,--,1.22%,-2.82%,5.82%,--,-2.01%,-$119.68M,-$0.00M,$12.02M,-$2.35M,-$2.35M
RIET,"20,890,000 ",0.25%,Equity: U.S. Real Estate,Hoya Capital High Dividend Yield ETF,Pettee Investors,-5.72%,--,--,-3.93%,--,--,-4.22%,$21.56M,$8.66M,$21.56M,$2.74M,$3.20M
OVLH,"20,830,000 ",0.83%,Equity: U.S. - Large Cap,Overlay Shares Hedged Large Cap Equity ETF,Liquid Strategies,-7.14%,--,10.10%,-6.73%,--,--,-3.79%,$20.66M,$6.61M,$18.16M,$1.43M,$1.43M
JHMC,"20,820,000 ",0.40%,Equity: U.S. Consumer Discretionary,John Hancock Multifactor Consumer Discretionary ETF,John Hancock,-12.53%,13.82%,3.17%,-11.18%,18.21%,--,-11.75%,-$34.78M,-$3.69M,-$27.78M,$0.00M,$0.00M
TOTR,"20,780,000 ",0.31%,"Fixed Income: U.S. - Broad Market, Broad-based",T. Rowe Price Total Return ETF,"T. Rowe Price Group, Inc.",-2.09%,--,--,-2.04%,--,--,-1.81%,$1.25M,$0.00M,$1.25M,$0.00M,$0.00M
RRH,"20,560,000 ",0.85%,Asset Allocation:Asset Allocation Target Outcome,Advocate Rising Rate Hedge ETF,Advocate Capital Management LLC,--,--,--,--,--,--,--,$2.20M,$2.20M,$2.20M,$2.20M,$2.20M
BSMS,"20,540,000 ",0.18%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Invesco BulletShares 2028 Municipal Bond ETF,Invesco,-2.38%,--,-1.23%,-2.39%,--,--,-0.99%,$15.59M,$2.59M,$12.98M,$2.59M,$2.59M
IWML,"20,480,000 ",0.95%,Leveraged Equity: U.S. - Small Cap,ETRACS 2x Leveraged U.S. Size Factor TR ETN,UBS,-23.67%,--,--,-23.42%,--,--,-26.85%,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
DBOC,"20,300,000 ",0.79%,Leveraged Equity: U.S. - Large Cap,Innovator Double Stacker 9 Buffer ETF - October,Innovator,-4.22%,--,5.56%,-3.80%,--,--,-2.68%,-$24.36M,-$0.75M,-$22.33M,-$0.75M,-$0.75M
BSMR,"20,280,000 ",0.18%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Invesco BulletShares 2027 Municipal Bond ETF,Invesco,-2.14%,--,-1.36%,-2.07%,--,--,-1.23%,$15.35M,$2.56M,$2.56M,$2.56M,$2.56M
UPW,"20,240,000 ",0.95%,Leveraged Equity: U.S. Utilities,ProShares Ultra Utilities,ProShares,-13.18%,12.43%,13.84%,-8.84%,11.49%,15.79%,-1.11%,$6.69M,-$4.89M,$5.60M,$0.00M,$0.00M
QARP,"20,220,000 ",0.19%,Equity: U.S. - Large Cap,Xtrackers Russell 1000 U.S. Quality at a Reasonable Price ETF,DWS,-8.20%,--,17.64%,-7.06%,19.62%,--,-2.94%,-$115.94M,-$19.19M,-$49.85M,$0.00M,$0.00M
MTUL,"20,190,000 ",0.95%,Leveraged Equity: U.S. - Total Market,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN,UBS,-25.43%,--,--,-25.15%,--,--,-31.39%,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
JMIN,"20,010,000 ",0.12%,Equity: U.S. - Large Cap,JPMorgan U.S. Minimum Volatility ETF,JPMorgan Chase,-6.74%,--,13.91%,-4.94%,13.92%,--,-1.50%,-$16.74M,$0.00M,-$0.05M,$0.00M,$0.00M
BILS,"19,990,000 ",0.14%,"Fixed Income: U.S. - Government, Treasury Investment Grade Ultra-Short Term",SPDR Bloomberg Barclays 3-12 Month T-Bill ETF,State Street Global Advisors,-0.07%,--,-0.15%,-0.07%,--,--,-0.10%,$20.01M,$10.00M,$10.00M,$0.00M,$10.00M
ROKT,"19,980,000 ",0.45%,Equity: U.S. Space,SPDR S&P Kensho Final Frontiers ETF,State Street Global Advisors,-6.48%,--,-3.23%,-6.25%,11.12%,--,-8.33%,$16.33M,-$0.01M,$4.06M,$0.00M,$0.00M
RNSC,"19,790,000 ",0.60%,Equity: U.S. - Small Cap,First Trust Small Cap U.S. Equity Select ETF,First Trust,-4.31%,--,11.98%,-3.08%,13.72%,--,-1.81%,$11.69M,$2.89M,$8.81M,$0.00M,$0.00M
SSLY,"19,750,000 ",0.40%,Equity: U.S. - Small Cap,Syntax Stratified SmallCap ETF,Syntax Advisors,-9.14%,--,1.50%,-8.68%,--,--,-7.90%,$1.45M,-$0.01M,$1.43M,$0.00M,$0.00M
GSIG,"19,660,000 ",0.14%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Short-Term",Goldman Sachs Access Investment Grade Corporate 1-5 Year Bond ETF,Goldman Sachs,-1.21%,--,-1.90%,-1.17%,--,--,-1.44%,$0.10M,-$4.92M,-$7.43M,-$2.47M,-$2.47M
JHCB,"19,650,000 ",0.29%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",John Hancock Corporate Bond ETF,John Hancock,-3.38%,--,--,-3.22%,--,--,-3.00%,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
UST,"19,610,000 ",0.95%,"Leveraged Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",ProShares Ultra 7-10 Year Treasury,ProShares,-4.91%,3.01%,-10.99%,-5.32%,5.40%,1.99%,-3.99%,-$40.75M,$0.00M,-$2.76M,$0.00M,$0.00M
USBF,"19,540,000 ",0.18%,"Fixed Income: U.S. - Broad Market, Broad-based",iShares USD Bond Factor ETF,Blackrock,-1.82%,--,--,-1.82%,--,--,-1.88%,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
JHMB,"19,510,000 ",0.39%,"Fixed Income: U.S. - Broad Market, Asset-backed",John Hancock Mortgage-Backed Securities ETF,John Hancock,-0.79%,--,--,-0.80%,--,--,-1.03%,$20.00M,$0.00M,$20.00M,$0.00M,$0.00M
SPAX,"19,390,000 ",0.50%,Equity: U.S. - Small Cap,Robinson Alternative Yield Pre-Merger SPAC ETF,Toroso Investments,9.05%,--,--,8.99%,--,--,10.10%,$19.31M,$13.32M,$19.31M,$1.53M,$7.17M
AZBL,"19,310,000 ",0.74%,Equity: U.S. - Large Cap,AllianzIM U.S. Large Cap Buffer20 Jul ETF,PIMCO,-2.42%,--,1.81%,-2.13%,--,--,-1.59%,$15.87M,-$25.08M,$13.96M,-$2.03M,-$25.08M
PYPE,"19,220,000 ",0.85%,Equity: U.S. MLPs,ETRACS NYSE Pickens Core Midstream Index ETN,UBS,7.41%,--,38.05%,9.83%,3.65%,--,0.31%,$0.22M,$0.00M,$0.00M,$0.00M,$0.00M
ELQD,"19,120,000 ",0.18%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade",iShares ESG Advanced Investment Grade Corporate Bond ETF,Blackrock,-3.87%,--,--,-3.99%,--,--,--,$0.00M,$0.00M,$0.00M,$0.00M,$0.00M
QTAP,"19,100,000 ",0.79%,Equity: U.S. - Large Cap,Innovator Growth-100 Accelerated Plus ETF - April,Innovator,-6.20%,--,--,-5.74%,--,--,-4.10%,$18.53M,$2.18M,$18.53M,$2.19M,$1.44M
NSPI,"19,050,000 ",0.68%,Equity: U.S. - Large Cap,Nationwide S&P 500 Risk-Managed Income ETF,Nationwide,-6.59%,--,--,-6.04%,--,--,--,$19.96M,$19.96M,$19.96M,$2.52M,$5.05M
SQLV,"18,820,000 ",0.61%,Equity: U.S. - Small Cap Value,Legg Mason Small-Cap Quality Value ETF,Franklin Templeton,-6.81%,--,15.32%,-5.14%,13.16%,--,-4.34%,$7.45M,$0.02M,$2.00M,-$0.00M,$0.00M
UJUN,"18,740,000 ",0.79%,Equity: U.S. - Large Cap,Innovator U.S. Equity Ultra Buffer ETF - June,Innovator,-2.13%,--,2.51%,-1.99%,--,--,-1.37%,$12.78M,-$2.19M,$3.29M,$0.00M,$0.00M
SPUC,"18,730,000 ",0.29%,Equity: U.S. - Large Cap,Simplify US Equity PLUS Upside Convexity ETF,Simplify Asset Management Inc.,-11.95%,--,11.86%,-12.50%,--,--,-7.76%,$18.06M,$4.34M,$15.51M,$0.00M,$1.79M
IBTI,"18,550,000 ",0.07%,"Fixed Income: U.S. - Government, Treasury Investment Grade Intermediate",iShares iBonds Dec 2028 Term Treasury ETF,Blackrock,-2.16%,--,-5.06%,-2.27%,--,--,-1.81%,$16.81M,$0.00M,-$8.07M,$0.00M,$0.00M
QRFT,"18,210,000 ",0.75%,Equity: U.S. - Large Cap,QRAFT AI-Enhanced U.S. Large Cap ETF,Exchange Traded Concepts,-13.46%,--,1.80%,-13.03%,--,--,-9.90%,$11.75M,$1.15M,-$7.46M,$1.13M,$1.13M
XSHD,"18,040,000 ",0.30%,Equity: U.S. - Small Cap,Invesco S&P SmallCap High Dividend Low Volatility ETF,Invesco,-4.51%,1.52%,6.13%,-3.45%,1.84%,--,-3.44%,-$2.82M,-$1.81M,-$3.59M,-$0.69M,-$1.14M
RNDV,"18,000,000 ",0.50%,Equity: U.S. - Large Cap,First Trust US Equity Dividend Select ETF,First Trust,-3.61%,--,17.95%,-1.92%,16.13%,--,0.82%,$10.41M,-$1.50M,$10.20M,$0.03M,$0.03M
BSMT,"17,930,000 ",0.18%,"Fixed Income: U.S. - Government, Local Authority/Municipal Investment Grade Intermediate",Invesco BulletShares 2029 Municipal Bond ETF,Invesco,-2.47%,--,-1.38%,-2.51%,--,--,-0.80%,$13.04M,$2.61M,$10.43M,$2.61M,$2.61M
OPPX,"17,790,000 ",0.75%,Asset Allocation:Asset Allocation Target Outcome,Corbett Road Tactical Opportunity ETF,Exchange Traded Concepts,-14.98%,--,--,-14.17%,--,--,-14.14%,$16.05M,$2.02M,$16.05M,$1.32M,$1.32M
QQD,"17,710,000 ",0.45%,Equity: U.S. - Large Cap,Simplify Nasdaq 100 PLUS Downside Convexity ETF,Simplify Asset Management Inc.,-12.38%,--,2.71%,-12.41%,--,--,-8.17%,$16.29M,$9.46M,$16.29M,$3.89M,$5.52M
PSMD,"17,630,000 ",0.75%,Equity: U.S. - Large Cap,Pacer Swan SOS Moderate January ETF,Pacer Advisors,-4.82%,--,4.88%,-4.36%,--,--,-3.15%,$16.92M,$15.44M,$15.35M,$4.00M,$11.44M
JHMU,"17,600,000 ",0.40%,Equity: U.S. Utilities,John Hancock Multifactor Utilities ETF,John Hancock,-4.50%,8.93%,12.46%,-2.17%,8.64%,--,2.19%,-$17.61M,$0.00M,-$5.85M,$0.00M,$0.00M
PFFL,"17,590,000 ",0.85%,"Leveraged Fixed Income: U.S. - Corporate, Preferred",ETRACS 2xMonthly Pay Leveraged Preferred Stock ETN,UBS,-8.48%,--,0.15%,-6.81%,-0.45%,--,-8.60%,$3.64M,$0.00M,-$1.90M,$0.00M,$0.00M
AZAL,"17,580,000 ",0.74%,Equity: U.S. - Large Cap,AllianzIM U.S. Large Cap Buffer10 Jul ETF,PIMCO,-4.13%,--,4.51%,-3.77%,--,--,-2.40%,$13.48M,-$16.05M,$12.16M,-$18.97M,-$18.97M
CLDS,"17,550,000 ",1.07%,Inverse Equity: U.S. Software & Services,Direxion Daily Cloud Computing Bear 2X Shares,Direxion,46.84%,--,21.49%,51.33%,--,--,96.56%,$15.38M,-$4.69M,-$4.62M,-$4.18M,-$4.69M
JHMI,"17,480,000 ",0.40%,Equity: U.S. Industrials,John Hancock Multifactor Industrials ETF,John Hancock,-9.01%,12.80%,15.17%,-7.21%,16.83%,--,-5.18%,-$21.46M,$1.67M,-$34.15M,$1.11M,$1.11M
JHCS,"17,470,000 ",0.40%,Equity: U.S. Communication Services,John Hancock Multifactor Media and Communications ETF,John Hancock,-10.13%,--,-12.38%,-10.71%,--,--,-16.21%,$9.63M,$0.35M,-$13.17M,$0.35M,$0.35M
AUGZ,"17,390,000 ",0.79%,Equity: U.S. - Large Cap,TrueShares Structured Outcome ETF - August,TrueMark Investments,-6.19%,--,11.14%,-5.73%,--,--,-3.47%,$15.36M,-$0.83M,$7.21M,$0.00M,$0.00M
BSJS,"17,210,000 ",0.42%,"Fixed Income: U.S. - Corporate, Broad-based High Yield Intermediate",Invesco BulletShares 2028 High Yield Corporate Bond ETF,Invesco,-3.28%,--,-4.36%,-3.28%,--,--,-3.28%,$17.65M,$2.53M,$7.63M,-$2.52M,$0.01M
BSCV,"17,130,000 ",0.10%,"Fixed Income: U.S. - Corporate, Broad-based Investment Grade Intermediate",Invesco BulletShares 2031 Corporate Bond ETF,Invesco,-3.73%,--,--,-3.83%,--,--,-3.13%,$11.74M,$11.74M,$11.74M,$2.90M,$2.90M
BBP,"17,100,000 ",0.79%,Equity: U.S. Biotechnology,Virtus LifeSci Biotech Products ETF,Virtus Investment Partners,-14.92%,4.01%,-27.64%,-17.96%,0.79%,--,-18.44%,-$13.37M,-$2.37M,-$7.53M,$0.00M,$0.00M
LYFE,"16,970,000 ",0.75%,Equity: U.S. - Total Market,2ndVote Life Neutral Plus ETF,"2nd Vote Value Investments, Inc",-9.17%,--,13.77%,-7.68%,--,--,-4.26%,$13.59M,$1.64M,$13.59M,$0.00M,$0.00M
